effect,term,estimate,std.error,statistic,p.value,sig
fixed,language_dev:viewpoint_dev,0.978953736,0.655141174,1.494263794,0.135106684,FALSE
fixed,age_dev:language_dev:viewpoint_dev,-1.076626153,1.310348917,-0.821633184,0.411285697,FALSE
fixed,(Intercept),-1.916130076,0.193353961,-9.909960291,3.77E-23,TRUE
fixed,age_dev,0.741495818,0.368605786,2.011622842,0.04425971,TRUE
fixed,language_dev,0.382241797,0.368489692,1.037320187,0.299586661,FALSE
fixed,viewpoint_dev,-0.16307504,0.271527533,-0.60058381,0.548117224,FALSE
fixed,age_dev:language_dev,-1.57491129,0.736874558,-2.137285475,0.032574779,TRUE
fixed,age_dev:viewpoint_dev,1.166019389,0.543873555,2.143916318,0.032039592,TRUE
fixed,language_dev:viewpoint_dev,0.01506909,0.543061947,0.027748382,0.977862835,FALSE
fixed,age_dev:language_dev:viewpoint_dev,-0.749908627,1.086173318,-0.690413412,0.489934245,FALSE
fixed,(Intercept),-1.576255063,0.155356685,-10.14603951,3.45E-24,TRUE
fixed,age_dev,0.502619613,0.299451981,1.678464812,0.093256394,FALSE
fixed,language_dev,0.551892096,0.299414555,1.843237369,0.065294361,FALSE
fixed,viewpoint_dev,-0.127068229,0.239739398,-0.530026479,0.596093572,FALSE
fixed,age_dev:language_dev,-1.360155868,0.598369815,-2.273102409,0.023020009,TRUE
fixed,age_dev:viewpoint_dev,1.536942091,0.480999178,3.195311263,0.001396801,TRUE
fixed,language_dev:viewpoint_dev,-0.147119318,0.479490031,-0.306824561,0.758976912,FALSE
fixed,age_dev:language_dev:viewpoint_dev,0.071371946,0.958719955,0.074445041,0.940656271,FALSE
fixed,(Intercept),-1.620527864,0.167879266,-9.652936306,4.78E-22,TRUE
fixed,age_dev,0.282850958,0.32081864,0.881653752,0.377964078,FALSE
fixed,language_dev,0.505124526,0.32061459,1.575488273,0.115143783,FALSE
fixed,viewpoint_dev,-0.122544966,0.237207527,-0.516614996,0.605424945,FALSE
fixed,age_dev:language_dev,-1.650618375,0.644350637,-2.561677259,0.010416807,TRUE
fixed,age_dev:viewpoint_dev,1.043242494,0.474991343,2.196340014,0.028067616,TRUE
fixed,language_dev:viewpoint_dev,0.172493393,0.474350046,0.363641566,0.716125684,FALSE
fixed,age_dev:language_dev:viewpoint_dev,-1.130890028,0.94880274,-1.191912692,0.233295481,FALSE
fixed,(Intercept),-1.386498639,0.16039151,-8.644464031,5.41E-18,TRUE
fixed,age_dev,0.934643043,0.313946555,2.97707692,0.00291011,TRUE
fixed,language_dev,0.173943477,0.314162233,0.553674054,0.579801935,FALSE
fixed,viewpoint_dev,-0.163538014,0.235922755,-0.693184573,0.488193728,FALSE
fixed,age_dev:language_dev,-2.657782415,0.632667372,-4.200915886,2.66E-05,TRUE
fixed,age_dev:viewpoint_dev,0.434981765,0.471893209,0.921780092,0.356643294,FALSE
fixed,language_dev:viewpoint_dev,0.037865282,0.471869314,0.080245274,0.936042183,FALSE
fixed,age_dev:language_dev:viewpoint_dev,0.410521707,0.943632192,0.435044195,0.663530349,FALSE
fixed,(Intercept),-2.053830135,0.247218705,-8.307745695,9.75E-17,TRUE
fixed,age_dev,0.544195739,0.464257676,1.172184688,0.241122915,FALSE
fixed,language_dev,0.356403082,0.465384962,0.765824234,0.443780892,FALSE
fixed,viewpoint_dev,0.321210411,0.272707657,1.177856222,0.23885393,FALSE
fixed,age_dev:language_dev,-1.583292344,0.932401567,-1.698079882,0.089492686,FALSE
fixed,age_dev:viewpoint_dev,1.750389438,0.54731637,3.198130979,0.001383214,TRUE
fixed,language_dev:viewpoint_dev,0.563388254,0.545140914,1.033472702,0.301382739,FALSE
fixed,age_dev:language_dev:viewpoint_dev,3.433480665,1.094390778,3.137344296,0.001704858,TRUE
fixed,(Intercept),-1.979096754,0.228495885,-8.661410904,4.66E-18,TRUE
fixed,age_dev,1.602489922,0.446266681,3.590879604,0.000329564,TRUE
fixed,language_dev,1.132723324,0.446198039,2.538611167,0.011129344,TRUE
fixed,viewpoint_dev,0.081369014,0.392454676,0.207333531,0.835749389,FALSE
fixed,age_dev:language_dev,-3.466436554,0.896308903,-3.867457462,0.000109976,TRUE
fixed,age_dev:viewpoint_dev,0.62993044,0.784878604,0.802583275,0.422215639,FALSE
fixed,language_dev:viewpoint_dev,0.081094791,0.784865588,0.103323157,0.917706497,FALSE
fixed,age_dev:language_dev:viewpoint_dev,-1.100153754,1.569673515,-0.700880625,0.483377517,FALSE
fixed,(Intercept),-3.642491545,5.864887875,-0.62106755,0.534555179,FALSE
fixed,age_dev,4.584215516,11.72890607,0.390847662,0.695909842,FALSE
fixed,language_dev,4.791398364,11.7287663,0.408516824,0.682894281,FALSE
fixed,viewpoint_dev,-3.576326288,11.72662218,-0.304974973,0.760385213,FALSE
fixed,age_dev:language_dev,-9.56570108,23.4572629,-0.407792722,0.683425858,FALSE
fixed,age_dev:viewpoint_dev,9.016918482,23.4536993,0.384456131,0.700640405,FALSE
fixed,language_dev:viewpoint_dev,8.29703927,23.45355963,0.353764606,0.723515301,FALSE
fixed,age_dev:language_dev:viewpoint_dev,-14.05578831,46.90225049,-0.299682599,0.764419273,FALSE
fixed,(Intercept),-1.806525477,0.228107413,-7.919626327,2.38E-15,TRUE
fixed,age_dev,1.560138734,0.445004559,3.505893822,0.000455077,TRUE
fixed,language_dev,1.455218554,0.445556176,3.266072006,0.001090505,TRUE
fixed,viewpoint_dev,0.193724986,0.338651032,0.572049006,0.567288775,FALSE
fixed,age_dev:language_dev,-2.118768684,0.888555035,-2.384510357,0.017101867,TRUE
fixed,age_dev:viewpoint_dev,-0.164270729,0.677272361,-0.242547517,0.808355943,FALSE
fixed,language_dev:viewpoint_dev,-0.114088429,0.677264544,-0.168454749,0.86622554,FALSE
fixed,age_dev:language_dev:viewpoint_dev,1.716375806,1.354472577,1.267191256,0.205086911,FALSE
fixed,(Intercept),-2.095775865,0.2490792,-8.414094245,3.96E-17,TRUE
fixed,age_dev,0.939395399,0.471181565,1.993701513,0.046184684,TRUE
fixed,language_dev,1.310856997,0.47229148,2.775525394,0.00551126,TRUE
fixed,viewpoint_dev,-0.198948177,0.36074832,-0.551487466,0.581299556,FALSE
fixed,age_dev:language_dev,-3.051117334,0.950803866,-3.208987092,0.001332035,TRUE
fixed,age_dev:viewpoint_dev,0.657565915,0.721824466,0.910977594,0.362307179,FALSE
fixed,language_dev:viewpoint_dev,-0.312298122,0.72120803,-0.43302086,0.664999615,FALSE
fixed,age_dev:language_dev:viewpoint_dev,2.2584404,1.442535136,1.565605123,0.11744109,FALSE
fixed,(Intercept),-1.877052749,0.260256776,-7.212310761,5.50E-13,TRUE
fixed,age_dev,1.203542618,0.500514651,2.404610165,0.016189726,TRUE
fixed,language_dev,0.802452309,0.499537761,1.606389692,0.108188314,FALSE
fixed,viewpoint_dev,-0.319966953,0.339718497,-0.941859086,0.34626479,FALSE
fixed,age_dev:language_dev,-3.27441552,1.007260879,-3.25081177,0.00115076,TRUE
fixed,age_dev:viewpoint_dev,1.878311366,0.68066089,2.759540607,0.005788269,TRUE
fixed,language_dev:viewpoint_dev,1.299634276,0.680060669,1.911056373,0.055997337,FALSE
fixed,age_dev:language_dev:viewpoint_dev,-0.190111286,1.358993765,-0.139891213,0.888745944,FALSE
fixed,(Intercept),-1.297693846,0.193564224,-6.704202967,2.03E-11,TRUE
fixed,age_dev,1.129172249,0.381228446,2.961930726,0.003057166,TRUE
fixed,language_dev,0.542931386,0.38024362,1.427851401,0.153334634,FALSE
fixed,viewpoint_dev,-0.339234033,0.232863642,-1.456792608,0.145173637,FALSE
fixed,age_dev:language_dev,-1.521311955,0.760724739,-1.999819221,0.045519788,TRUE
fixed,age_dev:viewpoint_dev,1.593655714,0.467289803,3.410422618,0.000648623,TRUE
fixed,language_dev:viewpoint_dev,-0.497041555,0.466274106,-1.065985754,0.286430082,FALSE
fixed,age_dev:language_dev:viewpoint_dev,0.288167755,0.931222632,0.309450979,0.756978497,FALSE
